1.427042262013853910e-02 7.899649317723564379e-02 1.281143487784172086e-01 1.769675396533089973e-01 2.271579268630515014e-01 2.767302031873505874e-01 3.263501821903011524e-01 3.760479208518129890e-01 4.258717222513914158e-01 4.755457628966017758e-01 5.253055226636330621e-01 5.750255758483445723e-01 6.246971874475111264e-01 6.745511942432346197e-01 7.242092626662904875e-01 7.736236887544337693e-01 8.233362152974101900e-01 8.726967500093268937e-01 9.219097515107639307e-01 9.658472213571689391e-01
1.339106968834982529e-02 7.936540498742042371e-02 1.278862289085323511e-01 1.772660632083009336e-01 2.271498517368555070e-01 2.766891203516069209e-01 3.262646615845345988e-01 3.761817997923337376e-01 4.258564990030947461e-01 4.756091456796835981e-01 5.253353299900928031e-01 5.750098870608784107e-01 6.247192825847815989e-01 6.743210851785265136e-01 7.240761106073667630e-01 7.736446226489349653e-01 8.233256568179888601e-01 8.728518120946608949e-01 9.220565212100474417e-01 9.655692940674259761e-01
1.501067096369168748e-02 7.901277451727807544e-02 1.283993339012908519e-01 1.769917078786783504e-01 2.272744598189513909e-01 2.766807026185434948e-01 3.262026405809519414e-01 3.760707278953133170e-01 4.257610661035929334e-01 4.755329742107939905e-01 5.252623986213137419e-01 5.748964322241678637e-01 6.246781109257661946e-01 6.742370982208357733e-01 7.240761650107653269e-01 7.736093434747618458e-01 8.232187284617045187e-01 8.726851199319314301e-01 9.220340750947910724e-01 9.654177123585597764e-01
1.547318401984883532e-02 7.974520588562994394e-02 1.281505348336601791e-01 1.773664324106853374e-01 2.269813350673079988e-01 2.765033346245934776e-01 3.262978943036412005e-01 3.760486602911352061e-01 4.257048411559273271e-01 4.753088684989312251e-01 5.251286434901315525e-01 5.748952067216828166e-01 6.246844272046855329e-01 6.742655505055207277e-01 7.238788924967436422e-01 7.735590833976677683e-01 8.229817880963373744e-01 8.727909466576655451e-01 9.220400304334379626e-01 9.663835720844143884e-01
1.498502462025677606e-02 7.883375635009066962e-02 1.277547069294614479e-01 1.770609697073727284e-01 2.271475055149151934e-01 2.764732863695177900e-01 3.261619131851756226e-01 3.760659462260358410e-01 4.256597435186289524e-01 4.753853078680294053e-01 5.250461525001632879e-01 5.748506019449919346e-01 6.246298486051473642e-01 6.744766248446052437e-01 7.240110138752757774e-01 7.737158177455966124e-01 8.230229573208889260e-01 8.728921694492726147e-01 9.217066903053521276e-01 9.660587221379609568e-01
1.628993080831871512e-02 7.898978991962266050e-02 1.275822075776054387e-01 1.771464668378852636e-01 2.269949816679145416e-01 2.764501996308367793e-01 3.262133431074774603e-01 3.759877539661936052e-01 4.256235777808285992e-01 4.753889994958461207e-01 5.251136524104407233e-01 5.748393661411400624e-01 6.244276730313407242e-01 6.741751905034985004e-01 7.239900166294598316e-01 7.734406995790894523e-01 8.229596802013505741e-01 8.724881536204175392e-01 9.218443981532202791e-01 9.655873320536604298e-01
1.655140945954579682e-02 7.863868085328935831e-02 1.280255779313965447e-01 1.772498094453630879e-01 2.265768963510693956e-01 2.764160974665928472e-01 3.262074461559080762e-01 3.758512398906850294e-01 4.255998121211039265e-01 4.754080241923356875e-01 5.250629715943389009e-01 5.748611982816709265e-01 6.244589780847409344e-01 6.743554205465265294e-01 7.240557020950368905e-01 7.737876921580576495e-01 8.232945393966968339e-01 8.725231279974560161e-01 9.217894808344847535e-01 9.664086258947436336e-01
1.636848751961509155e-02 7.875150230020057374e-02 1.279269215792177561e-01 1.773630803876271589e-01 2.271438702679734190e-01 2.763770269472840546e-01 3.261287414554525643e-01 3.758644678387246807e-01 4.255951771370425907e-01 4.753240830502377667e-01 5.250960494290939362e-01 5.748232899952251396e-01 6.245217240031909478e-01 6.741523175972033988e-01 7.239911319060494677e-01 7.735304877328638140e-01 8.231201535660848112e-01 8.723823328820278222e-01 9.213762641833836975e-01 9.655536383870600980e-01
1.743066237226144344e-02 7.838908483867011723e-02 1.277386936330299205e-01 1.770261259200900661e-01 2.268832594017301252e-01 2.761882667285727733e-01 3.261341987287256217e-01 3.759773904884934903e-01 4.256745719066538092e-01 4.753569124196062035e-01 5.251032285271155509e-01 5.748941689937886457e-01 6.244970375829552722e-01 6.740856058299304898e-01 7.239526930229035484e-01 7.734574739104360663e-01 8.230142057732536820e-01 8.726527823798368999e-01 9.216748872185576147e-01 9.659845797083935759e-01
1.729213471481719569e-02 7.840356061997039161e-02 1.276153007461205136e-01 1.769841435187076151e-01 2.267674270036430517e-01 2.764505424494390629e-01 3.260274355206826402e-01 3.758960676748276941e-01 4.256124619186424374e-01 4.752069070137915907e-01 5.248964852371686973e-01 5.746325806857843776e-01 6.243758885578891693e-01 6.739641424931138713e-01 7.238055362430954043e-01 7.732775343656171918e-01 8.225984804147482565e-01 8.724593040223891371e-01 9.221131364934616048e-01 9.665310837859366622e-01
