4.891470003200776850e-01 4.954833807062332118e-01 5.103686240546739805e-01 5.191940070724412326e-01 5.301833377668307978e-01 5.151849502394194591e-01 5.201444934111441043e-01 5.235697243063577311e-01 5.234275603229862073e-01 5.250612457660359667e-01 5.284505790566927930e-01 5.206515592521110403e-01 5.190491415753353266e-01 5.120148785885455522e-01 5.030542866823950465e-01 4.963466505445759958e-01 4.771765662258771190e-01 4.572063593132376647e-01 4.483693905739014607e-01 4.686273439390711282e-01
4.337595769811071200e-01 5.044576829142261021e-01 4.952722249772350538e-01 4.879133910343536051e-01 5.066724258394961211e-01 5.031553944027514769e-01 5.138221763963246591e-01 5.193001899209970240e-01 5.234762390795925091e-01 5.137046515733373342e-01 5.135390123075913582e-01 5.144346169486404552e-01 5.065780077575982032e-01 5.004612985652857615e-01 4.912297480845442821e-01 4.734609741654903781e-01 4.575274472077708876e-01 4.492719181565177911e-01 4.373649171257640855e-01 4.490581174049965152e-01
4.574714016343376932e-01 4.727822797752177508e-01 4.779298474492418847e-01 4.847289583243865607e-01 4.981212281207373915e-01 4.998475923551730649e-01 4.999264451908565499e-01 4.995604484670724266e-01 5.107259038440428167e-01 5.055840554738038062e-01 5.089162175147942113e-01 5.024227045328633068e-01 4.999677690297550381e-01 4.905649898490813676e-01 4.744848597503374954e-01 4.674457167353813225e-01 4.441647334740045916e-01 4.335417061663163762e-01 4.356568155991807356e-01 4.471370707934978483e-01
4.619375186562997282e-01 4.499170190031689387e-01 4.790689731067695467e-01 4.761955664073104222e-01 4.777686873798872580e-01 4.884374252738956090e-01 4.914997927400642785e-01 4.931520794734883251e-01 4.908422509978525028e-01 4.927910461076133175e-01 4.861079459730225927e-01 4.833645720352820474e-01 4.762995303346287401e-01 4.656619238576246156e-01 4.537248619809298722e-01 4.449912483751907732e-01 4.252889150324740131e-01 4.261211437623888543e-01 4.166428205658919137e-01 4.477909510739823129e-01
4.318270673505936741e-01 4.503349463416866927e-01 4.525611389198643808e-01 4.561865603408047920e-01 4.731073263656284666e-01 4.746179191658179142e-01 4.773642521051538190e-01 4.812957118860170524e-01 4.778968897923631109e-01 4.807007828633644286e-01 4.734739769262455433e-01 4.691219509759765316e-01 4.634827487409992064e-01 4.558781913554066922e-01 4.428854358348334186e-01 4.398493936525377790e-01 4.265233262197425934e-01 4.197219643669620748e-01 4.198212024120112629e-01 4.562754278363507221e-01
4.566669937342885399e-01 4.606423185773073081e-01 4.683468826184941092e-01 4.635591908402048600e-01 4.599564484388051766e-01 4.682193631299851888e-01 4.585756809432288139e-01 4.743835482181194552e-01 4.657520290043069000e-01 4.646360566874451203e-01 4.635148361476884027e-01 4.603248670986278546e-01 4.512382944462401402e-01 4.494215326788492670e-01 4.391983171377005224e-01 4.269726333366012927e-01 4.259998958776876621e-01 4.137018165573915773e-01 4.183254451073080138e-01 4.346181782894765755e-01
4.407017335468711994e-01 4.509714258224205574e-01 4.551230563132231399e-01 4.460094766836508184e-01 4.383243467941006499e-01 4.579680034231020658e-01 4.514508858653570322e-01 4.490460022029788001e-01 4.545321916055078404e-01 4.562447900281872415e-01 4.524868697464790590e-01 4.480387077128600293e-01 4.453074317633579637e-01 4.414290464219490229e-01 4.315945316893020633e-01 4.293198409398850668e-01 4.193317087118481057e-01 4.098298580417038539e-01 4.208508126188468812e-01 4.133603715257933575e-01
4.099933254539041005e-01 4.599445957910813232e-01 4.481304408075394985e-01 4.424477948213045297e-01 4.405845819137482189e-01 4.460302933717827378e-01 4.500845956694482508e-01 4.498050774832770826e-01 4.473407881352154947e-01 4.519117743013995603e-01 4.454554112271234545e-01 4.372171298350817081e-01 4.331987329218819904e-01 4.293557742540497491e-01 4.248819360813981816e-01 4.236146229418127906e-01 4.137780952070533314e-01 4.115956976816573243e-01 4.004706541297529676e-01 4.306883864438334486e-01
4.200453267404998803e-01 4.470317357255277346e-01 4.216608615991749298e-01 4.321928955647904025e-01 4.388902286157333466e-01 4.363127422860206273e-01 4.370120537161216179e-01 4.296410439640641066e-01 4.382576023276492649e-01 4.322029185941613783e-01 4.281803118078850168e-01 4.269852800799450177e-01 4.248315338742273961e-01 4.236401817369754852e-01 4.157634986489932016e-01 4.187554319351511900e-01 4.108684336293644268e-01 4.091187753949372397e-01 4.151961282333341274e-01 4.148698547733613573e-01
4.409903479798539250e-01 4.280192882266999344e-01 4.277143852008484237e-01 4.403723264446093855e-01 4.316202019517932365e-01 4.333978866690643694e-01 4.318035497541710122e-01 4.344544860791853536e-01 4.297742202648915932e-01 4.290799576493273260e-01 4.275613048416159190e-01 4.238713957068985239e-01 4.219224528580834965e-01 4.186728461040291616e-01 4.110359019580069884e-01 4.109301754304198195e-01 4.058796308848308665e-01 4.038951630506180113e-01 4.025405282993791412e-01 4.468674244910579851e-01
